Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50803_006584,GL50803_006584_t1,Giardia Assemblage A isolate WB 2019,Cyclin family protein,207,23853,Cyclin-like superfamily,0,N/A
GL50803_006589,GL50803_006589_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 2,931,103933,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006590,GL50803_006590_t1,Giardia Assemblage A isolate WB 2019,RNA 3'-terminal phosphate cyclase-like protein,380,42110,"RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta",0,catalytic activity
GL50803_006592,GL50803_006592_t1,Giardia Assemblage A isolate WB 2019,unspecified product,167,18458,N/A,2,N/A
GL50803_006602,GL50803_006602_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 2,749,82119,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006605,GL50803_006605_t1,Giardia Assemblage A isolate WB 2019,unspecified product,311,34445,N/A,0,N/A
GL50803_006615,GL50803_006615_t1,Giardia Assemblage A isolate WB 2019,unspecified product,581,64848,N/A,0,protein binding
GL50803_006616,GL50803_006616_t1,Giardia Assemblage A isolate WB 2019,putative RNA helicase,773,85642,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;nucleic acid binding
GL50803_006617,GL50803_006617_t1,Giardia Assemblage A isolate WB 2019,unspecified product,562,63218,N/A,1,N/A
GL50803_006619,GL50803_006619_t1,Giardia Assemblage A isolate WB 2019,unspecified product,187,21859,N/A,0,N/A
GL50803_006624,GL50803_006624_t1,Giardia Assemblage A isolate WB 2019,Kinase,2199,245447,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_006625,GL50803_006625_t1,Giardia Assemblage A isolate WB 2019,unspecified product,318,35851,N/A,0,N/A
GL50803_006626,GL50803_006626_t1,Giardia Assemblage A isolate WB 2019,Mnd1,203,23279,Winged helix DNA-binding domain superfamily,0,double-stranded DNA binding
GL50803_006633,GL50803_006633_t1,Giardia Assemblage A isolate WB 2019,Farnesyl diphosphate synthase,407,46231,Isoprenoid synthase domain superfamily,0,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
GL50803_006647,GL50803_006647_t1,Giardia Assemblage A isolate WB 2019,Nas2_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:V6TEU0],82,9653,N/A,0,N/A
GL50803_006650,GL50803_006650_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 2,851,93520,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006664,GL50803_006664_t1,Giardia Assemblage A isolate WB 2019,Zinc transporter protein,386,40868,N/A,7,metal ion transmembrane transporter activity
GL50803_006666,GL50803_006666_t1,Giardia Assemblage A isolate WB 2019,unspecified product,318,34966,N/A,0,N/A
GL50803_006671,GL50803_006671_t1,Giardia Assemblage A isolate WB 2019,Histone chaperone Rttp106-like family protein,656,73362,N/A,0,N/A
GL50803_006672,GL50803_006672_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,447,49573,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006679,GL50803_006679_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein,238,26197,N/A,1,N/A
GL50803_006680,GL50803_006680_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",349,38807,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_006685,GL50803_006685_t1,Giardia Assemblage A isolate WB 2019,unspecified product,615,68561,N/A,0,N/A
GL50803_006686,GL50803_006686_t1,Giardia Assemblage A isolate WB 2019,putative membrane spanning protein,429,48026,N/A,0,N/A
GL50803_006687,GL50803_006687_t1,Giardia Assemblage A isolate WB 2019,Glyceraldehyde 3-phosphate dehydrogenase,336,36336,NAD(P)-binding domain superfamily,0,"NAD binding;NADP binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
GL50803_006691,GL50803_006691_t1,Giardia Assemblage A isolate WB 2019,GA binding protein beta-1 chain,215,24120,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006700,GL50803_006700_t1,Giardia Assemblage A isolate WB 2019,"Kinase, CMGC RCK",397,44910,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_006702,GL50803_006702_t1,Giardia Assemblage A isolate WB 2019,tRNA pseudouridine13 synthase,678,75336,"Pseudouridine synthase, catalytic domain superfamily",0,RNA binding;pseudouridine synthase activity
GL50803_006709,GL50803_006709_t1,Giardia Assemblage A isolate WB 2019,unspecified product,518,57628,N/A,0,N/A
GL50803_006713,GL50803_006713_t1,Giardia Assemblage A isolate WB 2019,unspecified product,135,14797,N/A,0,N/A
GL50803_006724,GL50803_006724_t1,Giardia Assemblage A isolate WB 2019,putative Nuclear transport factor 2,122,13447,NTF2-like domain superfamily,0,N/A
GL50803_006725,GL50803_006725_t1,Giardia Assemblage A isolate WB 2019,unspecified product,886,100210,N/A,0,N/A
GL50803_006731,GL50803_006731_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",592,65025,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_006733,GL50803_006733_t1,Giardia Assemblage A isolate WB 2019,DHHC palmitoyltransferase,339,37797,N/A,4,palmitoyltransferase activity
GL50803_006735,GL50803_006735_t1,Giardia Assemblage A isolate WB 2019,CLASP N terminal domain-containing protein,974,107148,Armadillo-type fold,0,N/A
GL50803_006736,GL50803_006736_t1,Giardia Assemblage A isolate WB 2019,5_nucleotid_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:V6TQ96],316,35087,"5'-Nucleotidase, C-terminal domain superfamily",1,hydrolase activity
GL50803_006744,GL50803_006744_t1,Giardia Assemblage A isolate WB 2019,Centrin,161,18687,EF-hand domain pair,0,calcium ion binding
GL50803_006751,GL50803_006751_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1026,112769,N/A,0,N/A
GL50803_006752,GL50803_006752_t1,Giardia Assemblage A isolate WB 2019,Rhodanese-like protein,119,12978,Rhodanese-like domain superfamily,0,N/A
GL50803_006757,GL50803_006757_t1,Giardia Assemblage A isolate WB 2019,Pyrazinamidase/nicotinamidase,188,21415,Isochorismatase-like superfamily,0,N/A
GL50803_00678,GL50803_00678_t1,Giardia Assemblage A isolate WB 2019,putative 5'-3' deoxyribonucleotidase,216,24892,HAD-like superfamily,0,5'-nucleotidase activity
GL50803_006812,GL50803_006812_t1,Giardia Assemblage A isolate WB 2019,Tctex-1 family protein,125,14185,N/A,0,N/A
GL50803_006835,GL50803_006835_t1,Giardia Assemblage A isolate WB 2019,Brix domain containing protein,332,37753,N/A,0,rRNA binding
GL50803_006885,GL50803_006885_t1,Giardia Assemblage A isolate WB 2019,unspecified product,96,10549,N/A,2,N/A
GL50803_006886,GL50803_006886_t1,Giardia Assemblage A isolate WB 2019,unspecified product,908,102836,N/A,0,N/A
GL50803_006887,GL50803_006887_t1,Giardia Assemblage A isolate WB 2019,unspecified product,463,49879,N/A,0,N/A
GL50803_006888,GL50803_006888_t1,Giardia Assemblage A isolate WB 2019,Pre-rRNA-processing protein TSR2,220,24628,N/A,0,N/A
GL50803_006896,GL50803_006896_t1,Giardia Assemblage A isolate WB 2019,unspecified product,284,31280,N/A,0,N/A
GL50803_006897,GL50803_006897_t1,Giardia Assemblage A isolate WB 2019,unspecified product,359,41108,N/A,0,N/A
GL50803_006901,GL50803_006901_t1,Giardia Assemblage A isolate WB 2019,unspecified product,112,12969,N/A,0,N/A
GL50803_006917,GL50803_006917_t1,Giardia Assemblage A isolate WB 2019,Transmembrane domain-containing protein,208,23382,N/A,3,N/A
GL50803_006918,GL50803_006918_t1,Giardia Assemblage A isolate WB 2019,DNA damage repair protein,867,96403,BRCT domain superfamily;DNA/RNA polymerase superfamily,0,N/A
GL50803_006919,GL50803_006919_t1,Giardia Assemblage A isolate WB 2019,unspecified product,681,76274,N/A,0,N/A
GL50803_006920,GL50803_006920_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1660,185598,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006927,GL50803_006927_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1294,145665,N/A,0,N/A
GL50803_006928,GL50803_006928_t1,Giardia Assemblage A isolate WB 2019,unspecified product,427,45751,N/A,1,N/A
GL50803_006929,GL50803_006929_t1,Giardia Assemblage A isolate WB 2019,unspecified product,136,15283,N/A,0,N/A
GL50803_006933,GL50803_006933_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1205,134467,N/A,0,N/A
GL50803_006939,GL50803_006939_t1,Giardia Assemblage A isolate WB 2019,Dynein intermediate chain,627,70019,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_006942,GL50803_006942_t1,Giardia Assemblage A isolate WB 2019,Sir2 family protein,656,73021,DHS-like NAD/FAD-binding domain superfamily,0,NAD+ binding
GL50803_006980,GL50803_006980_t1,Giardia Assemblage A isolate WB 2019,"DNA pol/primase, large sub",539,60887,N/A,0,N/A
GL50803_006982,GL50803_006982_t1,Giardia Assemblage A isolate WB 2019,unspecified product,498,54744,N/A,0,N/A
GL50803_007007,GL50803_007007_t1,Giardia Assemblage A isolate WB 2019,unspecified product,86,9853,N/A,0,transcription coactivator activity
GL50803_007009,GL50803_007009_t1,Giardia Assemblage A isolate WB 2019,Adenylate kinase family protein,253,28356,P-loop containing nucleoside triphosphate hydrolase,0,kinase activity
GL50803_007018,GL50803_007018_t1,Giardia Assemblage A isolate WB 2019,unspecified product,341,37094,N/A,0,N/A
GL50803_007021,GL50803_007021_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 2,483,54937,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_007026,GL50803_007026_t1,Giardia Assemblage A isolate WB 2019,unspecified product,187,20912,N/A,0,N/A
GL50803_007029,GL50803_007029_t1,Giardia Assemblage A isolate WB 2019,putative CAAX prenyl protease,267,30045,N/A,8,metalloendopeptidase activity
GL50803_007030,GL50803_007030_t1,Giardia Assemblage A isolate WB 2019,putative Prefoldin subunit 3,192,21859,N/A,0,N/A
GL50803_007031,GL50803_007031_t1,Giardia Assemblage A isolate WB 2019,putative Spindle pole protein,995,109263,N/A,0,N/A
GL50803_007035,GL50803_007035_t1,Giardia Assemblage A isolate WB 2019,unspecified product,512,56446,N/A,0,N/A
GL50803_007046,GL50803_007046_t1,Giardia Assemblage A isolate WB 2019,unspecified product,98,11173,N/A,0,N/A
GL50803_007081,GL50803_007081_t1,Giardia Assemblage A isolate WB 2019,unspecified product,323,37235,"Zinc finger, CCHC-type superfamily",0,nucleic acid binding;zinc ion binding
GL50803_007082,GL50803_007082_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein S21,89,9673,N/A,0,structural constituent of ribosome
GL50803_007103,GL50803_007103_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",500,54584,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_007110,GL50803_007110_t1,Giardia Assemblage A isolate WB 2019,Ubiquitin,82,9291,Ubiquitin-like domain superfamily,0,protein binding
GL50803_007114,GL50803_007114_t1,Giardia Assemblage A isolate WB 2019,unspecified product,274,30967,N/A,0,N/A
GL50803_007126,GL50803_007126_t1,Giardia Assemblage A isolate WB 2019,Lysophospholipid acyltransferase,424,48651,N/A,4,acyltransferase activity
GL50803_007130,GL50803_007130_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1271,142084,N/A,0,N/A
GL50803_007134,GL50803_007134_t1,Giardia Assemblage A isolate WB 2019,unspecified product,558,62072,N/A,12,N/A
GL50803_007135,GL50803_007135_t1,Giardia Assemblage A isolate WB 2019,unspecified product,132,14768,N/A,0,N/A
GL50803_007137,GL50803_007137_t1,Giardia Assemblage A isolate WB 2019,unspecified product,77,8578,N/A,0,N/A
GL50803_007139,GL50803_007139_t1,Giardia Assemblage A isolate WB 2019,Phosphopantetheine adenylyltransferase,262,28806,N/A,0,catalytic activity
GL50803_007154,GL50803_007154_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,986,109327,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,protein binding
GL50803_007183,GL50803_007183_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",808,86712,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_007188,GL50803_007188_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1103,115621,N/A,1,N/A
GL50803_007190,GL50803_007190_t1,Giardia Assemblage A isolate WB 2019,unspecified product,154,17559,N/A,1,N/A
GL50803_007192,GL50803_007192_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1327,147807,N/A,0,N/A
GL50803_007195,GL50803_007195_t1,Giardia Assemblage A isolate WB 2019,Glutamate synthase,910,98321,"Ferredoxin-NADP reductase (FNR), nucleotide-binding domain;Riboflavin synthase-like beta-barrel",0,iron-sulfur cluster binding;oxidoreductase activity
GL50803_007198,GL50803_007198_t1,Giardia Assemblage A isolate WB 2019,unspecified product,141,15141,N/A,0,N/A
GL50803_007203,GL50803_007203_t1,Giardia Assemblage A isolate WB 2019,Guanylate kinase,205,23678,P-loop containing nucleoside triphosphate hydrolase,0,guanylate kinase activity
GL50803_007204,GL50803_007204_t1,Giardia Assemblage A isolate WB 2019,RNA recognition motif family protein,159,18593,RNA-binding domain superfamily,0,nucleic acid binding
GL50803_007207,GL50803_007207_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1058,120103,EF-hand domain pair,0,N/A
GL50803_007230,GL50803_007230_t1,Giardia Assemblage A isolate WB 2019,unspecified product,553,59805,N/A,0,N/A
GL50803_007231,GL50803_007231_t1,Giardia Assemblage A isolate WB 2019,CCAAT-binding transcription factor subunit A,97,10948,Histone-fold,0,"DNA-binding transcription activator activity, RNA polymerase II-specific;protein heterodimerization activity"
GL50803_007233,GL50803_007233_t1,Giardia Assemblage A isolate WB 2019,unspecified product,432,47155,N/A,0,N/A
GL50803_007234,GL50803_007234_t1,Giardia Assemblage A isolate WB 2019,unspecified product,379,41033,Homeobox-like domain superfamily,0,N/A
GL50803_007236,GL50803_007236_t1,Giardia Assemblage A isolate WB 2019,Reduced folate carrier,499,54874,MFS transporter superfamily,12,vitamin transmembrane transporter activity
GL50803_007240,GL50803_007240_t1,Giardia Assemblage A isolate WB 2019,Nucleoporin complex subunit 54,330,36198,N/A,0,N/A
GL50803_007242,GL50803_007242_t1,Giardia Assemblage A isolate WB 2019,unspecified product,247,27202,N/A,3,N/A
GL50803_007243,GL50803_007243_t1,Giardia Assemblage A isolate WB 2019,Encystation-specific secretory granule protein-1,872,97101,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_007244,GL50803_007244_t1,Giardia Assemblage A isolate WB 2019,unspecified product,192,21178,N/A,3,N/A
GL50803_007246,GL50803_007246_t1,Giardia Assemblage A isolate WB 2019,FKBP-type peptidyl-prolyl cis-trans isomerase,111,12563,N/A,0,peptidyl-prolyl cis-trans isomerase activity
GL50803_007259,GL50803_007259_t1,Giardia Assemblage A isolate WB 2019,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,284,30790,N/A,3,"CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity;phosphotransferase activity, for other substituted phosphate groups"
GL50803_007260,GL50803_007260_t1,Giardia Assemblage A isolate WB 2019,Aldose reductase,313,35466,NADP-dependent oxidoreductase domain superfamily,0,D-threo-aldose 1-dehydrogenase activity;oxidoreductase activity
GL50803_007261,GL50803_007261_t1,Giardia Assemblage A isolate WB 2019,putative Phosphatidylinositol-4-phosphate 5-kinase,378,42739,N/A,0,N/A
GL50803_007268,GL50803_007268_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1156,125838,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_007270,GL50803_007270_t1,Giardia Assemblage A isolate WB 2019,unspecified product,716,81891,N/A,3,N/A
GL50803_007272,GL50803_007272_t1,Giardia Assemblage A isolate WB 2019,GARP-like protein 1,232,26216,Homeobox-like domain superfamily,0,DNA binding
GL50803_007285,GL50803_007285_t1,Giardia Assemblage A isolate WB 2019,unspecified product,91,10420,N/A,0,N/A
GL50803_007287,GL50803_007287_t1,Giardia Assemblage A isolate WB 2019,Small glutamine-rich tetratricopeptide repeat-containing protein,293,31604,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50803_007296,GL50803_007296_t1,Giardia Assemblage A isolate WB 2019,putative U2 small nuclear ribonucleoprotein A',185,20780,N/A,0,protein binding
GL50803_007306,GL50803_007306_t1,Giardia Assemblage A isolate WB 2019,R-SNARE 2,215,23377,Longin-like domain superfamily,0,N/A
GL50803_007309,GL50803_007309_t1,Giardia Assemblage A isolate WB 2019,Qa-SNARE 1,293,32515,SNARE,1,N/A
GL50803_007323,GL50803_007323_t1,Giardia Assemblage A isolate WB 2019,Vacuolar protein sorting 24,206,22905,N/A,0,N/A
GL50803_007328,GL50803_007328_t1,Giardia Assemblage A isolate WB 2019,unspecified product,625,68242,N/A,0,N/A
GL50803_007343,GL50803_007343_t1,Giardia Assemblage A isolate WB 2019,unspecified product,634,71507,PX domain superfamily,0,phosphatidylinositol binding
GL50803_007348,GL50803_007348_t1,Giardia Assemblage A isolate WB 2019,unspecified product,251,28755,N/A,0,N/A
GL50803_007349,GL50803_007349_t1,Giardia Assemblage A isolate WB 2019,unspecified product,587,64855,N/A,2,Lys48-specific deubiquitinase activity;thiol-dependent deubiquitinase
GL50803_007350,GL50803_007350_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1525,173047,N/A,0,N/A
GL50803_007351,GL50803_007351_t1,Giardia Assemblage A isolate WB 2019,Heat shock factor binding protein,62,6827,N/A,0,N/A
GL50803_007352,GL50803_007352_t1,Giardia Assemblage A isolate WB 2019,unspecified product,258,28157,N/A,0,N/A
GL50803_007353,GL50803_007353_t1,Giardia Assemblage A isolate WB 2019,unspecified product,200,23229,N/A,4,N/A
GL50803_007356,GL50803_007356_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",537,61186,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_007368,GL50803_007368_t1,Giardia Assemblage A isolate WB 2019,tRNA(Ile)-lysidine synthase,301,33919,N/A,0,N/A
GL50803_007373,GL50803_007373_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1551,168118,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_007374,GL50803_007374_t1,Giardia Assemblage A isolate WB 2019,Spec3 membrane protein,130,14265,N/A,2,N/A
GL50803_007375,GL50803_007375_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,794,86844,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,protein binding
